method,epoch,unlearn_retain_sfa_year_of_birth,unlearn_retain_sfa_address_postcode,unlearn_retain_sfa_social_insurance_number,unlearn_retain_sfa_blood_type,recovery_retain_sfa_flip_logit-0_year_of_birth,recovery_retain_sfa_flip_logit-0_address_postcode,recovery_retain_sfa_flip_logit-0_social_insurance_number,recovery_retain_sfa_flip_logit-0_blood_type,unlearn_remain_sfa_year_of_birth,unlearn_remain_sfa_address_postcode,unlearn_remain_sfa_social_insurance_number,unlearn_remain_sfa_blood_type,unlearn_forget_year_of_birth,unlearn_forget_address_postcode,unlearn_forget_social_insurance_number,unlearn_forget_blood_type,recovery_forget_beam1_K10_C3_year_of_birth,recovery_forget_beam1_K10_C3_address_postcode,recovery_forget_beam1_K10_C3_social_insurance_number,recovery_forget_beam1_K10_C3_blood_type,recovery_forget_beam1_K10_C10_year_of_birth,recovery_forget_beam1_K10_C10_address_postcode,recovery_forget_beam1_K10_C10_social_insurance_number,recovery_forget_beam1_K10_C10_blood_type,recovery_forget_beam0_K10_C10_year_of_birth,recovery_forget_beam0_K10_C10_address_postcode,recovery_forget_beam0_K10_C10_social_insurance_number,recovery_forget_beam0_K10_C10_blood_type,recovery_forget_beam0_K10_C3_year_of_birth,recovery_forget_beam0_K10_C3_address_postcode,recovery_forget_beam0_K10_C3_social_insurance_number,recovery_forget_beam0_K10_C3_blood_type,recovery_forget_flip_logit-0_year_of_birth,recovery_forget_flip_logit-0_address_postcode,recovery_forget_flip_logit-0_social_insurance_number,recovery_forget_flip_logit-0_blood_type,recovery_forget_flip_logit-1_year_of_birth,recovery_forget_flip_logit-1_address_postcode,recovery_forget_flip_logit-1_social_insurance_number,recovery_forget_flip_logit-1_blood_type,recovery_forget_flip0_year_of_birth,recovery_forget_flip0_address_postcode,recovery_forget_flip0_social_insurance_number,recovery_forget_flip0_blood_type,recovery_forget_flip1_year_of_birth,recovery_forget_flip1_address_postcode,recovery_forget_flip1_social_insurance_number,recovery_forget_flip1_blood_type,unlearn_retain_sa_year_of_birth,unlearn_retain_sa_address_postcode,unlearn_retain_sa_social_insurance_number,unlearn_retain_sa_blood_type,recovery_retain_sa_flip0_year_of_birth,recovery_retain_sa_flip0_address_postcode,recovery_retain_sa_flip0_social_insurance_number,recovery_retain_sa_flip0_blood_type,unlearn_remain_sa_year_of_birth,unlearn_remain_sa_address_postcode,unlearn_remain_sa_social_insurance_number,unlearn_remain_sa_blood_type,recovery_forget_beam0_K500_C10_year_of_birth,recovery_forget_beam0_K500_C10_address_postcode,recovery_forget_beam0_K500_C10_social_insurance_number,recovery_forget_beam0_K500_C10_blood_type,recovery_forget_grad1_npo_greedy_year_of_birth,recovery_forget_grad1_npo_greedy_address_postcode,recovery_forget_grad1_npo_greedy_social_insurance_number,recovery_forget_grad1_npo_greedy_blood_type,recovery_forget_grad1_K500_C10_npo_oracle_year_of_birth,recovery_forget_grad1_K500_C10_npo_oracle_address_postcode,recovery_forget_grad1_K500_C10_npo_oracle_social_insurance_number,recovery_forget_grad1_K500_C10_npo_oracle_blood_type,recovery_forget_beam1_K1000_C10_year_of_birth,recovery_forget_beam1_K1000_C10_address_postcode,recovery_forget_beam1_K1000_C10_social_insurance_number,recovery_forget_beam1_K1000_C10_blood_type,recovery_forget_grad1_ce_greedy_year_of_birth,recovery_forget_grad1_ce_greedy_address_postcode,recovery_forget_grad1_ce_greedy_social_insurance_number,recovery_forget_grad1_ce_greedy_blood_type,recovery_forget_grad1_K500_C10_ce_oracle_year_of_birth,recovery_forget_grad1_K500_C10_ce_oracle_address_postcode,recovery_forget_grad1_K500_C10_ce_oracle_social_insurance_number,recovery_forget_grad1_K500_C10_ce_oracle_blood_type,recovery_forget_beam1_K100_C10_year_of_birth,recovery_forget_beam1_K100_C10_address_postcode,recovery_forget_beam1_K100_C10_social_insurance_number,recovery_forget_beam1_K100_C10_blood_type,recovery_forget_beam0_K100_C10_year_of_birth,recovery_forget_beam0_K100_C10_address_postcode,recovery_forget_beam0_K100_C10_social_insurance_number,recovery_forget_beam0_K100_C10_blood_type,recovery_forget_grad1_K500_C10_ce_greedy_year_of_birth,recovery_forget_grad1_K500_C10_ce_greedy_address_postcode,recovery_forget_grad1_K500_C10_ce_greedy_social_insurance_number,recovery_forget_grad1_K500_C10_ce_greedy_blood_type,recovery_forget_beam0_K1000_C10_year_of_birth,recovery_forget_beam0_K1000_C10_address_postcode,recovery_forget_beam0_K1000_C10_social_insurance_number,recovery_forget_beam0_K1000_C10_blood_type,recovery_forget_grad1_K500_C10_npo_greedy_year_of_birth,recovery_forget_grad1_K500_C10_npo_greedy_address_postcode,recovery_forget_grad1_K500_C10_npo_greedy_social_insurance_number,recovery_forget_grad1_K500_C10_npo_greedy_blood_type,recovery_forget_grad1_npo_oracle_year_of_birth,recovery_forget_grad1_npo_oracle_address_postcode,recovery_forget_grad1_npo_oracle_social_insurance_number,recovery_forget_grad1_npo_oracle_blood_type,recovery_forget_grad1_ce_oracle_year_of_birth,recovery_forget_grad1_ce_oracle_address_postcode,recovery_forget_grad1_ce_oracle_social_insurance_number,recovery_forget_grad1_ce_oracle_blood_type,recovery_forget_beam1_K500_C10_year_of_birth,recovery_forget_beam1_K500_C10_address_postcode,recovery_forget_beam1_K500_C10_social_insurance_number,recovery_forget_beam1_K500_C10_blood_type
npo,10,0.0,0.0,0.4375,0.0,0.0,0.0,0.25,0.0,0.64,0.65,1.868421052631579,0.05,0,0,6.0,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,24,0.0,0.0,2.5,0.0,0.0,0.0,2.1875,0.0,6.855,2.14,5.3578947368421055,0.105,0,0,8.75,0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.75,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.25,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
npo,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.935,1.85,0.0425,0,0,7.5,0,0.0,0.0,5.75,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,5.25,0.0,0.0,0.0,6.75,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,4.75,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,4,0.0,0.0,2.3125,0.0,0.0,0.0,1.8125,0.0,20.0575,2.5925,5.223684210526316,0.205,0,0,6.5,0,0.0,0.0,6.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.25,0.0,0.0,0.0,6.5,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.25,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
npo,16,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,11.475,1.6925,2.968421052631579,0.0625,0,0,7.5,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,7.5,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.25,0.0,0.0,0.0,7.5,0.0,,,,,0.0,0.0,3.0,0.0,0.0,0.0,7.5,0.0,,,,,0.0,0.0,4.75,0.0,0.0,0.0,5.5,0.0,0.0,0.0,7.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,20,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,14.9,2.09,3.960526315789474,0.1075,0,0,8.25,0,0.0,0.0,5.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,5.5,0.0,0.0,0.0,8.25,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,6,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.72,0.6525,2.8105263157894735,0.0825,0,0,5.0,0,0.0,0.0,5.75,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
npo,8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.635,0.525,1.9210526315789473,0.0725,0,0,6.0,0,0.0,0.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,2,0.0,0.0,1.0,0.0,,,,,0.375,0.315,1.2342105263157894,0.0475,0,0,5.0,0,0.0,0.0,7.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0
npo,18,0.0,0.0,0.6875,0.0,0.0,0.0,0.625,0.0,9.785,3.15,4.521052631578947,0.1175,0,0,6.25,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,5.75,0.0,0.0,0.0,7.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.25,0.0,,,,,,,,,0.0,0.0,3.75,0.0
npo,12,0.0,0.0,0.9375,0.0,0.0,0.0,0.5,0.0,0.67,0.7875,1.9157894736842105,0.0475,0,0,5.75,0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,7.25,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
npo,22,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,11.2925,1.7625,4.484210526315789,0.09,0,0,9.0,0,0.0,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,7.25,0.0,0.0,0.0,6.75,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.75,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,7.25,0.0,0.0,0.0,5.25,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0
dpo,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8575,0.405,2.542105263157895,0.0275,0,0,7.0,0,0.0,0.0,5.75,0.0,0.0,0.0,5.75,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,5.75,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
dpo,16,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,240.685,0.9075,3.155263157894737,0.1475,0,0,8.5,0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.75,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.5,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,5.25,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
dpo,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9725,0.4775,3.528947368421053,0.075,0,0,7.75,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,6.75,0.0,0.0,0.0,7.75,0.0,0.0,0.0,5.25,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
dpo,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0025,0.5625,1.6605263157894736,0.0975,0,0,6.0,0,0.0,0.0,7.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.5,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
dpo,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2325,0.4075,0.5473684210526316,0.03,0,0,5.25,0,,,,,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,5.25,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
dpo,2,0.0,0.0,8.9375,0.0,0.0,0.0,0.0,0.0,1959.7575,3.51,6.265789473684211,0.42,0,0,9.0,0,0.0,0.0,7.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0
dpo,8,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,763.08,0.3925,0.7131578947368421,0.035,0,0,6.0,0,0.0,0.0,6.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.75,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0
dpo,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.305,0.9789473684210527,0.06,0,0,6.0,0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.5,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0
dpo,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8125,0.445,3.136842105263158,0.0425,0,0,7.75,0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.25,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
dpo,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.44,0.555,1.4105263157894736,0.1325,0,0,6.25,0,0.0,0.0,7.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0
dpo,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.705,0.505,2.4236842105263157,0.08,0,0,7.25,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,7.25,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.75,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,8.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
dpo,4,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,398.085,0.995,0.6105263157894737,0.1175,0,0,6.0,0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.75,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,3.75,0.0,0.0,0.0,6.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
grad_diff,2,0.0,0.0,0.6875,0.0,0.0,0.0,0.625,0.0,0.2225,0.25,0.781578947368421,0.04,0,0,5.0,0,0.0,0.0,6.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,8,0.0,0.0,3.875,0.0,0.0,0.0,4.0,0.0,3.0575,1.6875,5.423684210526316,0.15,0,0,7.0,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,16,0.0,0.0,4.375,0.0,0.0,0.0,1.125,0.0,1355.48,5.405,7.360526315789474,0.955,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,22,0.0,0.0,0.4375,0.0,0.0,0.0,0.375,0.0,3233.1575,3.8075,6.228947368421053,0.42,0,0,8.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,6,0.0,0.0,2.25,0.0,0.0,0.0,2.25,0.0,2.865,2.17,5.939473684210526,0.2325,0,0,6.0,0,0.0,0.0,7.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,14,0.0,0.0,7.8125,0.0,0.0,0.0,3.0625,0.0,1327.955,5.58,7.75,0.995,0,0,8.0,0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad_diff,18,0.0,0.0,3.4375,0.0,0.0,0.0,0.875,0.0,1639.02,5.06,7.018421052631579,0.825,0,0,8.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
